date,ticker,side,shares,price,notional,slippage_cost,signal_date
2023-11-08,UNH,BUY,79.39104242819127,540.54,42914.034074134506,42.87116291122329,2023-11-07
2023-11-08,CB,BUY,177.15928615791427,219.90969244384766,38959.04413255853,38.920124008549976,2023-11-07
2023-11-08,VRTX,BUY,74.06045071970607,381.1607787780762,28228.939072978497,28.20073833464385,2023-11-07
2023-11-08,NOC,BUY,100.76769117318548,468.1376834411621,47173.15351152949,47.12602748404545,2023-11-07
2023-11-08,VZ,BUY,584.7014221685481,35.975938625335694,21035.18247808218,21.01416830977241,2023-11-07
2023-11-08,CI,BUY,41.74556764095769,296.77649099731445,12389.103079174462,12.37672635282164,2023-11-07
2023-11-08,LLY,BUY,36.12351107001936,608.2676331176758,21972.76257846084,21.95081176669414,2023-11-07
2023-11-08,CME,BUY,214.3181734799998,212.02180755615234,45440.12653336259,45.394731801561036,2023-11-07
2023-11-08,MCK,BUY,98.89927195574262,459.9695197753906,45490.65062761869,45.445205422196494,2023-11-07
2023-11-08,NOW,BUY,1177.9483066877808,123.33921942138672,145287.22466561513,145.1420825830321,2023-11-07
2023-11-08,AMGN,SELL,528.907410082496,272.14759341430664,143940.87879294506,144.08496375670177,2023-11-07
2023-11-08,PGR,BUY,177.17893457575258,158.30814389038085,28048.868269162613,28.020847421740875,2023-11-07
2023-11-09,UNH,BUY,12.3955266681603,538.1375755615235,6670.498669011993,6.663834834177815,2023-11-08
2023-11-09,CB,BUY,21.87056363543229,219.85963938903808,4808.454234121153,4.803650583537616,2023-11-08
2023-11-09,VRTX,BUY,27.46502827246036,377.7073165588379,10373.742128003616,10.363378749254363,2023-11-08
2023-11-09,NOC,BUY,19.510879968054383,461.71125,9008.39277865035,8.999393385265083,2023-11-08
2023-11-09,VZ,BUY,99.26577639732659,35.90586893081665,3564.223956638162,3.560663293344817,2023-11-08
2023-11-09,CI,BUY,19.666204114580864,295.84553778076173,5818.158732384405,5.812346385998406,2023-11-08
2023-11-09,LLY,BUY,12.33011809528088,615.3747697753906,7587.64358418685,7.580063520666185,2023-11-08
2023-11-09,CME,BUY,16.121397800071918,213.79358183288574,3446.65137983018,3.4432081716585214,2023-11-08
2023-11-09,MCK,BUY,10.65951277675606,461.1306834411621,4915.428411895321,4.9105178940013205,2023-11-08
2023-11-09,NOW,SELL,1.1451655022633531,124.89497664642334,143.02541866147115,0.14316858724871986,2023-11-08
2023-11-09,INTC,BUY,2894.022576590995,38.08804923629761,110227.67438815467,110.11755683132336,2023-11-08
2023-11-09,PGR,BUY,14.645046415795036,159.36921672058105,2333.9695761218077,2.3316379381836247,2023-11-08
2023-11-10,UNH,BUY,24.429516586702903,543.222672668457,13270.667292227152,13.257409882344808,2023-11-09
2023-11-10,CB,BUY,63.95678755141944,220.39016816711427,14095.44716388573,14.081365798087642,2023-11-09
2023-11-10,VRTX,BUY,2.3671410343642947,373.1627985534668,883.3289729541284,0.8824465264277006,2023-11-09
2023-11-10,NOC,BUY,33.62575592731196,462.0115377807617,15535.48720501796,15.51996723778018,2023-11-09
2023-11-10,VZ,BUY,280.4929107442417,35.94590984725952,10082.572882407925,10.072500382025899,2023-11-09
2023-11-10,CI,BUY,28.465700733085782,289.52923022460936,8241.652421054425,8.233419002052374,2023-11-09
2023-11-10,ADBE,BUY,308.29150483302845,581.0704802246094,179139.09276249533,178.96013262986546,2023-11-09
2023-11-10,LLY,BUY,0.675190751923509,595.595,402.14023589188236,0.4017384973944878,2023-11-09
2023-11-10,CME,SELL,1203.9345650370371,216.80298426818848,261016.6065636531,261.2778844481012,2023-11-09
2023-11-10,MCK,BUY,31.26364301943454,463.31285610961913,14484.847739725774,14.47037736236341,2023-11-09
2023-11-10,NOW,BUY,68.99213472946099,124.07595548248291,8560.265037334064,8.551713324010054,2023-11-09
2023-11-10,INTC,BUY,159.7435717248145,38.278241680145264,6114.7030453320685,6.1085944508811885,2023-11-09
2023-11-10,PGR,BUY,50.43701364846265,161.13097122192383,8126.964994710215,8.118846148561653,2023-11-09
2023-11-13,UNH,BUY,9.06651135066511,541.6911744384765,4911.249181601562,4.906342838762798,2023-11-10
2023-11-13,CB,SELL,20.132224694846855,222.73704670715333,4484.19227217501,4.488680953128138,2023-11-10
2023-11-13,MSFT,BUY,621.1125821451999,368.58822122192385,228934.78183145527,228.70607575569957,2023-11-10
2023-11-13,VRTX,SELL,0.7003214443412844,372.78684365844725,261.07062078231235,0.26133195273504745,2023-11-10
2023-11-13,NOC,BUY,5.756598488397913,464.4940287780762,2673.90562393373,2.671234389544186,2023-11-10
2023-11-13,VZ,BUY,120.15575963037963,35.67563938903809,4286.633551089364,4.282351199889474,2023-11-10
2023-11-13,CI,BUY,48.50344621625641,294.02374099731446,14261.164707765745,14.24691778997577,2023-11-10
2023-11-13,ADBE,SELL,9.400497171055804,589.3900004882812,5540.559032238666,5.546105137376043,2023-11-10
2023-11-13,LLY,BUY,2.4139730629705127,594.9443255615234,1436.1795758726767,1.434744831041635,2023-11-10
2023-11-13,MCK,SELL,589.4426846544455,468.7907497558594,276325.27807726414,276.60187995722134,2023-11-10
2023-11-13,NOW,BUY,11.976550572096812,126.88275270080567,1519.6177044480526,1.5180996048432092,2023-11-10
2023-11-13,INTC,BUY,46.49511435740715,38.38834847259521,1784.8706522253103,1.7830875646606499,2023-11-10
2023-11-13,PGR,BUY,714.5026607845955,161.35119244384765,115285.85632189647,115.1706856362602,2023-11-10
2023-11-14,NVDA,BUY,2450.863107542598,49.729680305480954,121880.63881059097,121.75887993066033,2023-11-13
2023-11-14,UNH,SELL,27.037714025281332,538.4909992675781,14559.565643384756,14.574139783167926,2023-11-13
2023-11-14,CB,SELL,31.134900933526524,220.02975,6850.604468678608,6.857461930609217,2023-11-13
2023-11-14,MSFT,SELL,45.87037410138976,370.6389997558594,17001.349575366177,17.018367943309485,2023-11-13
2023-11-14,VRTX,SELL,57.663592301576045,380.4391873168945,21937.490192984325,21.959449642626954,2023-11-13
2023-11-14,NOC,SELL,32.493281342917726,462.537,15029.344872509135,15.044389261770908,2023-11-13
2023-11-14,VZ,SELL,241.2212251219703,35.97398832321167,8677.689535848573,8.686375911760333,2023-11-13
2023-11-14,CI,BUY,3.763643175989955,293.48319244384766,1104.566014509034,1.1034625519570769,2023-11-13
2023-11-14,ADBE,SELL,26.72120462156613,600.9584375610351,16058.333379125092,16.07440778691201,2023-11-13
2023-11-14,LLY,SELL,22.382676218826305,607.6117507324219,13599.977083397996,13.61359067407207,2023-11-13
2023-11-14,NOW,SELL,95.43622000633809,129.36650619506835,12346.250346683843,12.358608955639482,2023-11-13
2023-11-14,INTC,SELL,229.31414974278505,38.76119923782348,8888.49144623218,8.897388835067249,2023-11-13
2023-11-14,PGR,SELL,95.1333221070629,160.8290154876709,15300.198534550402,15.315514048599,2023-11-13
2023-11-15,NVDA,BUY,406.2855876502663,49.98493637466431,20308.15924864166,20.287871377264395,2023-11-14
2023-11-15,UNH,BUY,31.357945912860828,540.5900377807617,16951.793165760515,16.934858307453066,2023-11-14
2023-11-15,CB,BUY,61.15240667901071,219.76955305480956,13439.437084072135,13.426011072999136,2023-11-14
2023-11-15,MSFT,BUY,39.90671497357391,371.6512787780762,14831.381651760945,14.816565086674272,2023-11-14
2023-11-15,VRTX,BUY,17.504381478117807,370.28993344116213,6481.696252460954,6.475221031429524,2023-11-14
2023-11-15,NOC,BUY,33.76866362421663,466.466,15751.933446133835,15.73619724888495,2023-11-14
2023-11-15,VZ,BUY,253.5090735379954,35.91588106918335,9105.001735149499,9.095905829320179,2023-11-14
2023-11-15,CI,SELL,713.9358421883712,289.67003146362305,206805.8178697137,207.01283070041413,2023-11-14
2023-11-15,ADBE,BUY,12.424028050943605,605.605,7524.053507791702,7.516536970820881,2023-11-14
2023-11-15,LLY,BUY,14.747314594707944,611.4908848876953,9017.848451235184,9.00883961162356,2023-11-14
2023-11-15,NOW,BUY,80.52269410122653,131.0248911895752,10550.477232904654,10.539937295609047,2023-11-14
2023-11-15,INTC,BUY,93.4190982868272,39.62959015274048,3702.160577545542,3.698462115430112,2023-11-14
2023-11-15,PGR,BUY,126.8507921703465,159.43927877807616,20224.998816067677,20.204794022045633,2023-11-14
2023-11-16,NVDA,BUY,40.76015565390571,48.72767985534668,1986.1478155576165,1.9841636519057106,2023-11-15
2023-11-16,UNH,SELL,42.89789193295451,537.8715631713867,23073.55619073546,23.09665284357904,2023-11-15
2023-11-16,CB,SELL,97.5359182159018,219.51026573181153,21410.13532596884,21.431566892861703,2023-11-15
2023-11-16,MSFT,SELL,45.57807533179698,370.58903146362303,16890.734793186693,16.907642435622314,2023-11-15
2023-11-16,VRTX,SELL,140.66418376462263,350.36928121948245,49284.40895893602,49.33374270163766,2023-11-15
2023-11-16,NOC,SELL,51.5559689386497,465.6838439025879,24008.78179147282,24.032814606078894,2023-11-15
2023-11-16,VZ,SELL,284.5103844112905,36.043921829223635,10254.870055322921,10.265135190513435,2023-11-15
2023-11-16,ADBE,SELL,24.976142661753215,594.8545621948242,14857.17240837268,14.872044452825508,2023-11-15
2023-11-16,LLY,SELL,23.008258193636436,590.9085,13595.775336814417,13.609384721535953,2023-11-15
2023-11-16,NOW,BUY,1.4636542599719178,130.13,190.46532885014565,0.19027505379634932,2023-11-15
2023-11-16,INTC,SELL,369.0351435685261,40.959,15115.310445423262,15.130440886309572,2023-11-15
2023-11-16,AVGO,BUY,1632.6669274316482,96.49640152740479,157546.48338995856,157.38909429566291,2023-11-15
2023-11-16,PGR,SELL,138.99323628186949,158.00184365844726,21961.18758858956,21.983170759348912,2023-11-15
2023-11-17,META,BUY,449.86566759860403,330.59026977539065,148721.2124141087,148.5726397743344,2023-11-16
2023-11-17,NVDA,SELL,281.12286838026967,49.47447426223755,13908.406116206046,13.922328444650697,2023-11-16
2023-11-17,UNH,SELL,41.927897932984365,539.7297495117188,22629.733848922562,22.652386235157717,2023-11-16
2023-11-17,CB,SELL,59.75005400912994,221.778,13251.24747803682,13.264511990026847,2023-11-16
2023-11-17,MSFT,SELL,59.423026078813166,373.23637536621095,22178.834866948055,22.201035902850904,2023-11-16
2023-11-17,VRTX,SELL,462.0356381564319,345.9137497558594,159824.4801155328,159.98446458011287,2023-11-16
2023-11-17,NOC,SELL,44.75785814392077,463.8756563415527,20762.080822953358,20.78286368664,2023-11-16
2023-11-17,QCOM,BUY,1110.5741695598335,129.42930305480957,143740.84075680317,143.59724351328987,2023-11-16
2023-11-17,VZ,SELL,324.20224796614366,36.34362106704712,11782.683649166373,11.794478127293667,2023-11-16
2023-11-17,ADBE,SELL,24.762730919510517,601.4679373168946,14893.98868849128,14.908897586077355,2023-11-16
2023-11-17,LLY,SELL,12.601608282603394,591.8575621948243,7458.357157875751,7.465822980856608,2023-11-16
2023-11-17,NOW,SELL,106.833822710925,130.2596093902588,13916.13201599325,13.93006207807132,2023-11-16
2023-11-17,INTC,SELL,521.0402384297881,42.8670898475647,22335.478714966262,22.357836551517778,2023-11-16
2023-11-17,AVGO,SELL,105.21656302153633,95.72517814636231,10071.874239184523,10.081956195379902,2023-11-16
2023-11-17,PGR,SELL,153.14410704646684,159.68015634155273,24454.074955967313,24.47855350947679,2023-11-16
2023-11-20,META,SELL,32.84668794987351,334.55512463378903,10989.02778087711,11.000027808685795,2023-11-17
2023-11-20,NVDA,SELL,130.68106550142784,49.26268827438354,6437.700593161137,6.444144737899037,2023-11-17
2023-11-20,UNH,SELL,29.035201350851878,533.076375366211,15477.979894140231,15.49347336750774,2023-11-17
2023-11-20,CB,SELL,45.89175701563806,221.778,10177.782087414178,10.18797005747165,2023-11-17
2023-11-20,MSFT,SELL,43.423415646776164,370.8487812194824,16103.520768993943,16.11964040940335,2023-11-17
2023-11-20,NOC,SELL,501.8210838259947,464.0554690246582,232872.8184213343,233.10592434567997,2023-11-17
2023-11-20,PGR,SELL,99.26300237996065,157.842,15667.87082165775,15.683554376033783,2023-11-17
2023-11-20,VZ,SELL,248.57212253244734,36.243718780517575,9009.178105742378,9.018196302044423,2023-11-17
2023-11-20,ADBE,SELL,5.5590008354458575,604.7046875610351,3361.5538633498204,3.3649187821319524,2023-11-17
2023-11-20,AMD,BUY,710.482310894843,120.82069694519043,85840.96796954439,85.75521275678761,2023-11-17
2023-11-20,LLY,SELL,13.942899340960878,590.8485624389648,8238.142031837924,8.246388420258183,2023-11-17
2023-11-20,NOW,BUY,37.57539169970323,130.93080305480956,4919.77621034117,4.914861348992178,2023-11-17
2023-11-20,MCK,BUY,448.29793199517036,448.3979622192383,201015.87917373306,200.81506410962342,2023-11-17
2023-11-20,INTC,SELL,152.39346071295608,43.736218780517575,6665.113738462057,6.671785523986044,2023-11-17
2023-11-20,AVGO,SELL,109.87786227097308,97.20270304870606,10680.425217952019,10.691116334286306,2023-11-17
2023-11-20,QCOM,SELL,15.737507072833978,129.31056243896484,2035.0258909753488,2.037062953929278,2023-11-17
2023-11-21,META,BUY,20.243952680755115,338.6683165588379,6855.985374888108,6.849136238649459,2023-11-20
2023-11-21,NVDA,BUY,195.4892269737661,50.17612545013428,9808.891976785462,9.79909288390156,2023-11-20
2023-11-21,CB,BUY,53.65775660039742,224.80458183288573,12062.509534643106,12.05045907556754,2023-11-20
2023-11-21,UNH,SELL,402.2595064847006,537.2322495117188,216106.77955624953,216.32310265890843,2023-11-20
2023-11-21,MSFT,BUY,10.103545571081497,376.0456834411621,3799.394699456268,3.795599100355912,2023-11-20
2023-11-21,PGR,BUY,55.268834096812725,160.28011511230468,8858.495091160014,8.8496454457143,2023-11-20
2023-11-21,VZ,BUY,135.90707881991875,36.896860610961916,5014.544543261557,5.0095350082533034,2023-11-20
2023-11-21,ADBE,BUY,9.381394874582355,611.2406348876954,5734.28975927189,5.728561198073816,2023-11-20
2023-11-21,AMD,BUY,54.96325415395256,120.66054091644287,6631.895976743842,6.625270706037804,2023-11-20
2023-11-21,LLY,BUY,8.600874430252645,599.0384424438477,5152.254422353661,5.147107315038622,2023-11-20
2023-11-21,NOW,BUY,51.00457425130435,133.084947845459,6787.9411041146805,6.781159944170509,2023-11-20
2023-11-21,MCK,BUY,17.231276766567078,455.6151636657715,7850.830984169665,7.842987996173492,2023-11-20
2023-11-21,INTC,BUY,174.77457458811637,44.5445,7785.2460377403495,7.777468569171178,2023-11-20
2023-11-21,AVGO,BUY,62.58898041353268,97.5975,6108.528015909756,6.102425590319436,2023-11-20
2023-11-21,QCOM,BUY,83.081076260381,127.01688938903808,10552.69987368705,10.54215771597108,2023-11-20
2023-11-22,META,BUY,14.964522770665724,339.5492014465332,5081.191756808009,5.076115641166842,2023-11-21
2023-11-22,INTU,BUY,277.83076427232754,568.5579802246094,157962.89817893412,157.80509308584826,2023-11-21
2023-11-22,NVDA,SELL,2681.5941439388384,49.80214918899536,133549.1516207783,133.68283445523357,2023-11-21
2023-11-22,CB,BUY,100.53897436724753,224.77455305480956,22598.603027987017,22.576027000986034,2023-11-21
2023-11-22,MSFT,BUY,1.7947940926383694,378.378,679.1105991843209,0.6784321670173037,2023-11-21
2023-11-22,PGR,BUY,50.18518967688601,161.51135610961913,8105.478041332319,8.097380660671648,2023-11-21
2023-11-22,VZ,BUY,2459.6509120351643,37.36733183288574,91910.59182307804,91.81877305002801,2023-11-21
2023-11-22,ADBE,BUY,7.591898782627965,617.2466348876953,4686.073975985102,4.6813925834017,2023-11-21
2023-11-22,AMD,BUY,20.182084919570343,120.12,2424.2720405387895,2.421850190348441,2023-11-21
2023-11-22,LLY,BUY,13.590182968571469,595.9954244384766,8099.686866550308,8.09159527127903,2023-11-21
2023-11-22,NOW,BUY,52.88595800552912,134.67053147888183,7122.180072374432,7.115065007367066,2023-11-21
2023-11-22,MCK,SELL,465.52920876173744,453.6259065856934,211176.10936666364,211.38749686352716,2023-11-21
2023-11-22,INTC,BUY,33.27695832497011,44.07402877807617,1466.649618861574,1.465184434427147,2023-11-21
2023-11-22,AVGO,BUY,29.820790576595527,98.46737229919434,2936.374887961938,2.9334414465154226,2023-11-21
2023-11-22,QCOM,SELL,20.141189512802384,127.76210939025879,2573.2808577845913,2.5758567144990905,2023-11-21
2023-11-24,META,BUY,123.14317381773128,340.47013488769534,41926.573000221884,41.884688311909976,2023-11-22
2023-11-24,INTU,BUY,107.18936300806592,563.0524802246093,60353.23669538751,60.292943751635875,2023-11-22
2023-11-24,CB,BUY,59.899808270611175,227.62739389038086,13634.837251172703,13.621216035137566,2023-11-22
2023-11-24,MSFT,BUY,64.14555896534853,377.7073165588379,24228.246945968498,24.20404290306543,2023-11-22
2023-11-24,PGR,BUY,81.93175110078869,163.30313938903808,13379.71217040007,13.366345824575493,2023-11-22
2023-11-24,VZ,BUY,806.2937353018133,37.48745076370239,30225.896703208415,30.195701002206206,2023-11-22
2023-11-24,ADBE,BUY,54.136113218284095,616.8762697753906,33395.28358223331,33.36192166057274,2023-11-22
2023-11-24,AMD,BUY,143.31550487734535,122.15202877807617,17506.279676122005,17.488790885236767,2023-11-22
2023-11-24,LLY,SELL,197.7677114982424,597.761625366211,118217.94867014527,118.33628495510037,2023-11-22
2023-11-24,NOW,BUY,601.6680344095653,134.2401088104248,80767.98240689446,80.68729511178269,2023-11-22
2023-11-24,INTC,BUY,446.9277819471604,43.723680305480954,19541.327457495343,19.5218056518435,2023-11-22
2023-11-24,AVGO,BUY,307.45113512941566,97.59349819946289,30005.231802675447,29.975256546129323,2023-11-22
2023-11-24,QCOM,BUY,354.3621698979355,128.3582257232666,45485.29939154575,45.43985953201374,2023-11-22
2023-11-27,META,BUY,147.7210382515085,336.51617266845705,49710.51841500838,49.66085755745093,2023-11-24
2023-11-27,INTU,BUY,11.657288230676215,562.4718831176758,6556.89686315397,6.550346516637333,2023-11-24
2023-11-27,SBUX,BUY,1281.0286865512428,102.39229091644287,131167.46194566356,131.0364255201434,2023-11-24
2023-11-27,CB,BUY,7.883502365584491,227.73750450134278,1795.3691554686445,1.7935755798887558,2023-11-24
2023-11-27,MSFT,BUY,131.67908175093942,377.15677877807616,49663.65830563926,49.61404426137789,2023-11-24
2023-11-27,PGR,BUY,4.802911818976099,164.03386511230468,787.8401894602194,0.7870531363238955,2023-11-24
2023-11-27,VZ,BUY,334.0806503473186,37.48745076370239,12523.831931000781,12.51132061039039,2023-11-24
2023-11-27,ADBE,BUY,12.591318425469751,619.4187877807617,7799.299195666043,7.791507687978064,2023-11-24
2023-11-27,AMD,BUY,47.82155256222859,122.19206969451905,5843.414483583942,5.837576906677264,2023-11-24
2023-11-27,NOW,BUY,10.139047465517024,134.53439389038087,1364.050605399135,1.3626879174816535,2023-11-24
2023-11-27,INTC,BUY,68.72283276929375,43.69365152740478,3002.7515069976353,2.999751755242393,2023-11-24
2023-11-27,AVGO,BUY,223.36038696375817,97.7126128616333,21825.127020014308,21.803323696317992,2023-11-24
2023-11-27,QCOM,BUY,14.224364529501145,127.39726663970947,1812.145160745283,1.8103348259193635,2023-11-24
2023-11-28,META,BUY,89.56793102062579,333.73339389038085,29891.80960325297,29.861947655597373,2023-11-27
2023-11-28,INTU,BUY,29.44764399733458,560.1595755615234,16495.37976283378,16.478900861971812,2023-11-27
2023-11-28,SBUX,BUY,117.06144733118845,102.06195908355713,11947.520647777734,11.935585062715019,2023-11-27
2023-11-28,CB,BUY,92.28144228411156,228.16794244384766,21055.66681171642,21.034632179536878,2023-11-27
2023-11-28,MSFT,BUY,54.06645635038478,378.72835610961914,20476.500134253707,20.456044090163545,2023-11-27
2023-11-28,PGR,BUY,127.09475397308506,164.44427877807618,20900.005153581005,20.87912602755345,2023-11-27
2023-11-28,VZ,BUY,594.2035167149588,37.387348472595214,22215.69394306372,22.193500442621097,2023-11-27
2023-11-28,ADBE,BUY,42.13628794801144,614.5939604492188,25896.70808859704,25.870837251345694,2023-11-27
2023-11-28,AMD,BUY,89.79629426159204,122.10198336029053,10964.305627744663,10.953352275469195,2023-11-27
2023-11-28,NOW,BUY,173.5051084052675,133.65952697753906,23190.61071763469,23.16744327436033,2023-11-27
2023-11-28,INTC,BUY,1131.8845323667201,43.733688625335695,49501.485698359844,49.45203366469514,2023-11-27
2023-11-28,AVGO,BUY,1.686526499448064,94.08799729919434,158.68190072508912,0.15852337734774138,2023-11-27
2023-11-28,QCOM,BUY,124.71446553924443,127.32719694519042,15879.54331562954,15.863679635993547,2023-11-27
2023-11-29,META,BUY,132.22130889131608,340.02969244384764,44959.17099683719,44.91425674009709,2023-11-28
2023-11-29,INTU,SELL,426.12505950840426,582.4070002441406,248178.21763714563,248.4266442814271,2023-11-28
2023-11-29,SBUX,BUY,220.45782550549347,101.6115121383667,22401.05301234938,22.37867433801137,2023-11-28
2023-11-29,CB,BUY,224.03466802102048,224.16394244384765,50220.49442769055,50.170324103586964,2023-11-28
2023-11-29,MSFT,BUY,107.85938397624727,384.14376977539064,41433.51036628699,41.392118248038955,2023-11-28
2023-11-29,PGR,BUY,293.95576748576605,162.94277877807616,47897.96959197277,47.850119472500275,2023-11-28
2023-11-29,VZ,BUY,1172.5293652446362,37.56752877807617,44049.03067196726,44.00502564632094,2023-11-28
2023-11-29,ADBE,BUY,86.96025787346667,626.5659424438477,54486.335929648674,54.43190402562305,2023-11-28
2023-11-29,AMD,BUY,151.54579523544385,124.10398336029053,18807.43685022152,18.788648202019502,2023-11-28
2023-11-29,NOW,BUY,327.4372181045014,134.33419694519043,43986.015744035365,43.942073670365005,2023-11-28
2023-11-29,INTC,BUY,528.4500531465242,44.64459847259521,23592.44043554817,23.56887156398419,2023-11-28
2023-11-29,AVGO,BUY,296.29086216189467,94.92883363342285,28126.54596126992,28.098447513756167,2023-11-28
2023-11-29,QCOM,BUY,165.67101729920887,129.36924549865722,21432.73450899364,21.41132318580783,2023-11-28
2023-11-30,META,BUY,78.2196933733311,332.2219046630859,25986.295514650617,25.960335179471144,2023-11-29
2023-11-30,SBUX,SELL,1618.5479593879247,99.95993756103516,161789.95295995782,161.95190486482264,2023-11-29
2023-11-30,CB,BUY,196.48594193356803,225.225,44253.546271987856,44.20933693505281,2023-11-29
2023-11-30,MSFT,BUY,132.4640140866485,378.86848022460936,50186.439701459756,50.1363033980617,2023-11-29
2023-11-30,PGR,BUY,277.1923328453829,163.21305305480956,45241.406927079915,45.19621071636355,2023-11-29
2023-11-30,VZ,BUY,1140.9699087802655,37.86783183288574,43206.05663207408,43.16289373833574,2023-11-29
2023-11-30,ADBE,BUY,49.62827050751048,620.62,30800.297242371154,30.769527714656498,2023-11-29
2023-11-30,AMD,BUY,184.74339572749295,123.73361061096192,22858.96738989246,22.836131258633824,2023-11-29
2023-11-30,NOW,BUY,296.6778713046365,136.53639389038085,40507.326695009564,40.4668598351744,2023-11-29
2023-11-30,INTC,BUY,640.7721515109615,44.69465152740479,28639.088020247847,28.61047754270514,2023-11-29
2023-11-30,AVGO,BUY,332.01584157197567,94.19409847259521,31273.93287549225,31.24269018530694,2023-11-29
2023-11-30,QCOM,BUY,246.1984262738431,129.3992742767334,31857.89768790915,31.826071616292857,2023-11-29
2023-12-01,META,BUY,65.87104782652659,325.80549099731445,21461.14907962908,21.43970937025882,2023-11-30
2023-12-01,CB,SELL,77.51631143134955,228.11165634155273,17682.374194092783,17.700074268361146,2023-11-30
2023-12-01,MSFT,SELL,28.0831934571014,376.38324975585937,10570.043616906312,10.580624241147461,2023-11-30
2023-12-01,UNH,BUY,643.9419262585457,550.9704028930664,354792.9425504082,354.4385040463618,2023-11-30
2023-12-01,PGR,SELL,89.86997925193418,163.99584365844726,14738.303066988097,14.753056123111207,2023-11-30
2023-12-01,VZ,SELL,463.0686337747102,38.36160152435303,17764.054407291995,17.78183624353553,2023-11-30
2023-12-01,ADBE,SELL,8.81162978605056,608.6307502441406,5363.028847557568,5.368397244802371,2023-11-30
2023-12-01,AMD,BUY,583.372530092628,119.99987725067139,70004.63200252896,69.93469730522374,2023-11-30
2023-12-01,NOW,SELL,102.93736820434287,136.95290634155273,14097.571746735299,14.111683430165463,2023-11-30
2023-12-01,INTC,SELL,165.00967300154207,44.31564060974121,7312.509365867255,7.319829195062319,2023-11-30
2023-12-01,AVGO,SELL,109.65883492883268,92.15375619506835,10105.473538666893,10.115589127794689,2023-11-30
